ID,Organism,Molecule Type,Topology,Description,Genome Type,Length,die
FJ445180.1,Human rhinovirus A38,ss-RNA,linear,"Human rhinovirus 38 strain ATCC VR-1148, complete genome",ssRNA(+),7136,no
FJ445181.1,Human rhinovirus A64,ss-RNA,linear,"Human rhinovirus 64 strain ATCC VR-1174, complete genome",ssRNA(+),7129,no
FJ445182.1,Human rhinovirus A76,ss-RNA,linear,"Human rhinovirus 76 strain ATCC VR-1186, complete genome",ssRNA(+),7128,yes
FJ445183.1,Human rhinovirus A78,ss-RNA,linear,"Human rhinovirus 78 strain ATCC VR-1188, complete genome",ssRNA(+),7145,no
FJ445185.1,Human rhinovirus A94,ss-RNA,linear,"Human rhinovirus 94 strain ATCC VR-1295, complete genome",ssRNA(+),7132,no
FJ445190.1,Human rhinovirus A24,ss-RNA,linear,"Human rhinovirus 24 strain ATCC VR-1134, complete genome",ssRNA(+),7132,no
AY632538.4,Iguape virus,RNA,linear,"Iguape virus strain SPAn 71686, complete genome",ssRNA(+),10922,no
AY772062.1,SARS coronavirus WH20,RNA,linear,"SARS coronavirus WH20, complete genome",ssRNA(+),29461,yes
FJ654700.1,Yellow fever virus 17D/Tiantan,RNA,linear,"Yellow fever virus 17D/Tiantan, complete genome",ssRNA(+),10862,no
EU556224.1,Human parechovirus 7,RNA,linear,"Human parechovirus 7, complete genome",ssRNA(+),7146,no
EU716175.1,Human parechovirus 8,RNA,linear,"Human parechovirus 8 isolate BR/217/2006, complete genome",ssRNA(+),7353,no
AJ965628.2,West Nile virus strain PT5.2,RNA,linear,"West Nile virus strain PT5.2 polyprotein, genomic RNA, complete genome",ssRNA(+),10977,yes
AB090161.1,Theiler's-like virus of rats,RNA,linear,"Theiler's-like virus of rats NGS910 genomic RNA, complete genome",ssRNA(+),8021,no
EU371559.1,SARS coronavirus ZJ02,RNA,linear,"SARS coronavirus ZJ02, complete genome",ssRNA(+),29731,no
EU371560.1,SARS coronavirus BJ182a,RNA,linear,"SARS coronavirus BJ182a, complete genome",ssRNA(+),29731,yes
EU371561.1,SARS coronavirus BJ182b,RNA,linear,"SARS coronavirus BJ182b, complete genome",ssRNA(+),29602,yes
EU371562.1,SARS coronavirus BJ182-4,RNA,linear,"SARS coronavirus BJ182-4, complete genome",ssRNA(+),29602,yes
EU371563.1,SARS coronavirus BJ182-8,RNA,linear,"SARS coronavirus BJ182-8, complete genome",ssRNA(+),29602,yes
EU371564.1,SARS coronavirus BJ182-12,RNA,linear,"SARS coronavirus BJ182-12, complete genome",ssRNA(+),29512,yes
FJ376620.1,Bulbul coronavirus HKU11-796,ss-RNA,linear,"Bulbul coronavirus HKU11-796, complete genome",ssRNA(+),26476,yes
AB031663.1,Hepatitis C virus (isolate VAT96),RNA,linear,"Hepatitis C virus (isolate VAT96) genomic RNA, complete genome",ssRNA(+),9488,no
AB070959.1,Kakugo virus,RNA,linear,"Kakugo virus genomic RNA, complete genome",ssRNA(+),10152,no
EF667344.1,Enterovirus A92,RNA,linear,"Human enterovirus 92 strain RJG7, complete genome",ssRNA(+),7379,no
EU542581.1,Rat theilovirus 1,RNA,linear,"Rat theilovirus 1 strain RTV-1, complete genome",ssRNA(+),8094,no
FJ415324.1,Human enteric coronavirus 4408,RNA,linear,"Human enteric coronavirus 4408, complete genome",ssRNA(+),31029,yes
AB447427.1,Norovirus Hu/GII-4/Hokkaido1/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Hokkaido1/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447428.1,Norovirus Hu/GII-4/Hokkaido2/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Hokkaido2/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447429.1,Norovirus Hu/GII-4/Hokkaido3/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Hokkaido3/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447430.1,Norovirus Hu/GII-4/Hokkaido4/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Hokkaido4/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447431.1,Norovirus Hu/GII-4/Hokkaido5/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Hokkaido5/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447432.1,Norovirus Hu/GII-4/Aomori1/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Aomori1/2006/JP genomic RNA, complete genome",ssRNA(+),7502,yes
AB447434.1,Norovirus Hu/GII-4/Aomori4/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Aomori4/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447435.1,Norovirus Hu/GII-4/Aomori5/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Aomori5/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447436.1,Norovirus Hu/GII-4/Akita1/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Akita1/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447437.1,Norovirus Hu/GII-4/Akita2/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Akita2/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447438.1,Norovirus Hu/GII-4/Akita4/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Akita4/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447439.1,Norovirus Hu/GII-4/Akita5/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Akita5/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447440.1,Norovirus Hu/GII-4/Miyagi2/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Miyagi2/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447441.1,Norovirus Hu/GII-4/Miyagi4/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Miyagi4/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447442.1,Norovirus Hu/GII-4/Miyagi5/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Miyagi5/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447443.1,Norovirus Hu/GII-4/Toyama1/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Toyama1/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447444.1,Norovirus Hu/GII-4/Toyama4/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Toyama4/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447445.1,Norovirus Hu/GII-4/Toyama5/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Toyama5/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447446.1,Norovirus Hu/GII-4/Aichi3/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Aichi3/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447447.1,Norovirus Hu/GII-4/Aichi4/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Aichi4/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447448.1,Norovirus Hu/GII-4/Sakai2/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Sakai2/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447449.1,Norovirus Hu/GII-4/Sakai3/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Sakai3/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447450.1,Norovirus Hu/GII-4/Sakai4/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Sakai4/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447451.1,Norovirus Hu/GII-4/Hiroshima1/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Hiroshima1/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447452.1,Norovirus Hu/GII-4/Hiroshima2/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Hiroshima2/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447453.1,Norovirus Hu/GII-4/Ehime1/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Ehime1/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447454.1,Norovirus Hu/GII-4/Ehime2/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Ehime2/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447455.1,Norovirus Hu/GII-4/Ehime5/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Ehime5/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447457.1,Norovirus Hu/GII-4/Saga4/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Saga4/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447458.1,Norovirus Hu/GII-4/Saga5/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Saga5/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447459.1,Norovirus Hu/GII-4/Kumamoto1/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Kumamoto1/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447460.1,Norovirus Hu/GII-4/Kumamoto2/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Kumamoto2/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447461.1,Norovirus Hu/GII-4/Kumamoto3/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Kumamoto3/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447462.1,Norovirus Hu/GII-4/Kumamoto4/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Kumamoto4/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
AB447463.1,Norovirus Hu/GII-4/Kumamoto5/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Kumamoto5/2006/JP genomic RNA, complete genome",ssRNA(+),7511,yes
EU854589.1,Norovirus mouse/Hannover1/2007/DEU,RNA,linear,"Norovirus mouse/Hannover1/2007/DEU, complete genome",ssRNA(+),7383,yes
EU755009.1,Duck hepatitis virus G,RNA,linear,"Duck hepatitis virus G, complete genome",ssRNA(+),7786,yes
AM910652.2,Hepatitis C virus subtype 1g,RNA,linear,Hepatitis C virus subtype 1g complete genome,ssRNA(+),9490,no
AB205396.1,Coxsackievirus A18,RNA,linear,"Human coxsackievirus A18 genomic RNA, complete genome, strain: CAM1972",ssRNA(+),7460,no
AY237422.3,Sapovirus Mc114,mRNA,linear,"Sapovirus Mc114, complete genome",ssRNA(+),7429,yes
AB365435.1,Norovirus Hu/Texas/TCH04-577/2004/US,RNA,linear,"Norovirus Hu/Texas/TCH04-577/2004/US genomic RNA, complete genome",ssRNA(+),7627,no
EU420137.1,Bat coronavirus 1B,RNA,linear,"Bat coronavirus 1B strain AFCD307, complete genome",ssRNA(+),28476,no
AM404308.1,West Nile virus strain PTRoxo,RNA,linear,"West Nile virus strain PTRoxo complete genome, genomic RNA, strain PTRoxo",ssRNA(+),10979,yes
EF552688.1,Foot-and-mouth disease virus O/UKG/3952/2001,RNA,linear,"Foot-and-mouth disease virus O/UKG/3952/2001, complete genome",ssRNA(+),8193,yes
EF552689.1,Foot-and-mouth disease virus O/UKG/4141/2001,RNA,linear,"Foot-and-mouth disease virus O/UKG/4141/2001, complete genome",ssRNA(+),8193,yes
EF552690.1,Foot-and-mouth disease virus O/UKG/7039/2001,RNA,linear,"Foot-and-mouth disease virus O/UKG/7039/2001, complete genome",ssRNA(+),8193,yes
EF552691.1,Foot-and-mouth disease virus O/UKG/9161/2001,RNA,linear,"Foot-and-mouth disease virus O/UKG/9161/2001, complete genome",ssRNA(+),8193,yes
EF552692.1,Foot-and-mouth disease virus O/UKG/7299/2001,RNA,linear,"Foot-and-mouth disease virus O/UKG/7299/2001, complete genome",ssRNA(+),8195,yes
EF552693.1,Foot-and-mouth disease virus O/UKG/4014/2001,RNA,linear,"Foot-and-mouth disease virus O/UKG/4014/2001, complete genome",ssRNA(+),8193,yes
EF552694.1,Foot-and-mouth disease virus O/UKG/4998/2001,RNA,linear,"Foot-and-mouth disease virus O/UKG/4998/2001, complete genome",ssRNA(+),8194,yes
EF552695.1,Foot-and-mouth disease virus O/UKG/9443/2001,RNA,linear,"Foot-and-mouth disease virus O/UKG/9443/2001, complete genome",ssRNA(+),8193,yes
EF552696.1,Foot-and-mouth disease virus O/UKG/5470/2001,RNA,linear,"Foot-and-mouth disease virus O/UKG/5470/2001, complete genome",ssRNA(+),8193,yes
EF552697.1,Foot-and-mouth disease virus O/UKG/5681/2001,RNA,linear,"Foot-and-mouth disease virus O/UKG/5681/2001, complete genome",ssRNA(+),8193,yes
EF429197.1,West Nile virus SPU116/89,RNA,linear,"West Nile virus SPU116/89, complete genome",ssRNA(+),11052,no
EF429198.1,West Nile virus SA93/01,RNA,linear,"West Nile virus SA93/01, complete genome",ssRNA(+),11052,yes
EF429199.1,West Nile virus SA381/00,RNA,linear,"West Nile virus SA381/00, complete genome",ssRNA(+),11052,yes
EF429200.1,West Nile virus H442,RNA,linear,"West Nile virus H442, complete genome",ssRNA(+),11051,yes
DQ851494.1,Peace lily mosaic virus,ss-RNA,linear,"Peace lily mosaic virus isolate Haiphong, complete genome",ssRNA(+),9882,no
EU310927.1,Norovirus Hu/Houston/TCH186/2002/US,RNA,linear,"Norovirus Hu/Houston/TCH186/2002/US, complete genome",ssRNA(+),7559,yes
D11126.1,Peanut stunt virus,RNA,linear,"Peanut stunt virus segment RNA 1, complete genome",ssRNA(+),3355,no
EF011023.1,Alphavirus M1,RNA,linear,"Alphavirus M1, complete genome",ssRNA(+),11690,no
DQ812092.1,Duck hepatitis virus DHV-HSS,ss-RNA,linear,"Duck hepatitis virus DHV-HSS, complete genome",ssRNA(+),7691,yes
AY878650.1,Hepatitis C virus subtype 6k,RNA,linear,"Hepatitis C virus subtype 6k isolate KM45, complete genome",ssRNA(+),9388,no
AY878652.1,Hepatitis C virus subtype 6n,RNA,linear,"Hepatitis C virus subtype 6n isolate KM42, complete genome",ssRNA(+),9372,no
DQ314805.1,Hepatitis C virus subtype 6e,RNA,linear,"Hepatitis C virus subtype 6e isolate GX004, complete genome",ssRNA(+),9468,no
DQ314806.1,Hepatitis C virus subtype 6g,RNA,linear,"Hepatitis C virus subtype 6g isolate HK6554, complete genome",ssRNA(+),9462,no
DQ835760.1,Hepatitis C virus subtype 6f,RNA,linear,"Hepatitis C virus subtype 6f isolate C-0044, complete genome",ssRNA(+),9454,no
DQ835761.1,Hepatitis C virus subtype 6j,RNA,linear,"Hepatitis C virus subtype 6j isolate C-0667, complete genome",ssRNA(+),9442,no
DQ835762.1,Hepatitis C virus subtype 6i,RNA,linear,"Hepatitis C virus subtype 6i isolate C-0159, complete genome",ssRNA(+),9458,no
DQ835763.1,Hepatitis C virus subtype 6m,RNA,linear,"Hepatitis C virus subtype 6m isolate C-0208, complete genome",ssRNA(+),9450,no
EF424625.1,Hepatitis C virus subtype 6q,RNA,linear,"Hepatitis C virus subtype 6q isolate QC99, complete genome",ssRNA(+),9463,no
EF424626.1,Hepatitis C virus subtype 6p,RNA,linear,"Hepatitis C virus subtype 6p isolate QC216, complete genome",ssRNA(+),9453,no
EF424627.1,Hepatitis C virus subtype 6o,RNA,linear,"Hepatitis C virus subtype 6o isolate QC227, complete genome",ssRNA(+),9450,no
EF424628.1,Hepatitis C virus subtype 6l,RNA,linear,"Hepatitis C virus subtype 6l isolate 537796, complete genome",ssRNA(+),9453,no
EF424629.1,Hepatitis C virus subtype 6c,RNA,linear,"Hepatitis C virus subtype 6c isolate Th846, complete genome",ssRNA(+),9459,no
EU004663.1,Murine norovirus GV/WU11/2005/USA,RNA,linear,"Murine norovirus GV/WU11/2005/USA, complete genome",ssRNA(+),7390,no
EU004664.1,Murine norovirus GV/WU12/2005/USA,RNA,linear,"Murine norovirus GV/WU12/2005/USA, complete genome",ssRNA(+),7384,yes
EU004666.1,Murine norovirus GV/WU21/2005/USA,RNA,linear,"Murine norovirus GV/WU21/2005/USA, complete genome",ssRNA(+),7380,yes
EU004667.1,Murine norovirus GV/WU22/2005/USA,RNA,linear,"Murine norovirus GV/WU22/2005/USA, complete genome",ssRNA(+),7383,yes
EU004668.1,Murine norovirus GV/WU23/2005/USA,RNA,linear,"Murine norovirus GV/WU23/2005/USA, complete genome",ssRNA(+),7383,yes
EU004669.1,Murine norovirus GV/WU24/2005/USA,RNA,linear,"Murine norovirus GV/WU24/2005/USA, complete genome",ssRNA(+),7383,yes
EU004670.1,Murine norovirus GV/WU25/2005/USA,RNA,linear,"Murine norovirus GV/WU25/2005/USA, complete genome",ssRNA(+),7383,yes
EU004671.1,Murine norovirus GV/WU26/2005/USA,RNA,linear,"Murine norovirus GV/WU26/2005/USA, complete genome",ssRNA(+),7384,yes
EU004672.1,Murine norovirus GV/CR1/2005/USA,RNA,linear,"Murine norovirus GV/CR1/2005/USA, complete genome",ssRNA(+),7382,yes
EU004673.1,Murine norovirus GV/CR3/2005/USA,RNA,linear,"Murine norovirus GV/CR3/2005/USA, complete genome",ssRNA(+),7383,yes
EU004674.1,Murine norovirus GV/CR4/2005/USA,RNA,linear,"Murine norovirus GV/CR4/2005/USA, complete genome",ssRNA(+),7382,yes
EU004675.1,Murine norovirus GV/CR5/2005/USA,RNA,linear,"Murine norovirus GV/CR5/2005/USA, complete genome",ssRNA(+),7382,yes
EU004677.1,Murine norovirus GV/CR7/2005/USA,RNA,linear,"Murine norovirus GV/CR7/2005/USA, complete genome",ssRNA(+),7380,yes
EU004678.1,Murine norovirus GV/CR10/2005/USA,RNA,linear,"Murine norovirus GV/CR10/2005/USA, complete genome",ssRNA(+),7386,yes
EU004679.1,Murine norovirus GV/CR11/2005/USA,RNA,linear,"Murine norovirus GV/CR11/2005/USA, complete genome",ssRNA(+),7386,yes
EU004680.1,Murine norovirus GV/CR13/2005/USA,RNA,linear,"Murine norovirus GV/CR13/2005/USA, complete genome",ssRNA(+),7386,yes
EU004681.1,Murine norovirus GV/CR15/2005/USA,RNA,linear,"Murine norovirus GV/CR15/2005/USA, complete genome",ssRNA(+),7389,yes
EU004682.1,Murine norovirus GV/CR17/2005/USA,RNA,linear,"Murine norovirus GV/CR17/2005/USA, complete genome",ssRNA(+),7389,yes
EU004683.1,Murine norovirus GV/CR18/2005/DEU,RNA,linear,"Murine norovirus GV/CR18/2005/DEU, complete genome",ssRNA(+),7381,yes
AF238486.1,Hepatitis C virus subtype 2b,RNA,linear,"Hepatitis C virus subtype 2b strain MD2b-1, complete genome",ssRNA(+),9416,no
DQ658413.1,Norovirus Hu/GII.4/MD-2004/2004/US,RNA,linear,"Norovirus Hu/GII.4/MD-2004/2004/US, complete genome",ssRNA(+),7558,yes
DQ902713.1,Enterovirus B100,RNA,linear,"Human enterovirus 100 isolate BAN2000-10500, complete genome",ssRNA(+),7421,no
AY843302.1,Enterovirus B77,RNA,linear,"Human enterovirus 77 strain USA/TX97-10394, complete genome",ssRNA(+),7422,no
AY843304.1,Enterovirus B86,RNA,linear,"Human enterovirus 86 strain BAN00-10354, complete genome",ssRNA(+),7400,no
AY843308.1,Enterovirus B101,RNA,linear,"Human enterovirus 101 strain CIV03-10361, complete genome",ssRNA(+),7445,no
DQ201177.1,Enterovirus D70,RNA,linear,"Human enterovirus 70 strain J670/71, complete genome",ssRNA(+),7391,no
EF173414.1,Human rhinovirus A11,RNA,linear,"Human rhinovirus 11, complete genome",ssRNA(+),7125,yes
EF173420.1,Human rhinovirus B17,RNA,linear,"Human rhinovirus 17, complete genome",ssRNA(+),7219,yes
EF173423.1,Human rhinovirus B37,RNA,linear,"Human rhinovirus 37, complete genome",ssRNA(+),7216,no
EF173425.1,Human rhinovirus B93,RNA,linear,"Human rhinovirus 93, complete genome",ssRNA(+),7215,no
DQ473486.1,Human rhinovirus B6,RNA,linear,"Human rhinovirus 6, complete genome",ssRNA(+),7216,yes
DQ473488.1,Rhinovirus B48,RNA,linear,"Human rhinovirus 48, complete genome",ssRNA(+),7214,no
DQ473489.1,Human rhinovirus B70,RNA,linear,"Human rhinovirus 70, complete genome",ssRNA(+),7223,yes
DQ473492.1,Human rhinovirus A73,RNA,linear,"Human rhinovirus 73, complete genome",ssRNA(+),7140,yes
DQ473493.1,Human rhinovirus A15,RNA,linear,"Human rhinovirus 15, complete genome",ssRNA(+),7134,no
DQ473494.1,Human rhinovirus A74,RNA,linear,"Human rhinovirus 74, complete genome",ssRNA(+),7120,no
DQ473497.1,Human rhinovirus A23,RNA,linear,"Human rhinovirus 23, complete genome",ssRNA(+),7025,yes
DQ473499.1,Human rhinovirus A44,RNA,linear,"Human rhinovirus 44, complete genome",ssRNA(+),7123,yes
DQ473504.1,Human rhinovirus A88,RNA,linear,"Human rhinovirus 88, complete genome",ssRNA(+),7143,no
DQ473505.1,Human rhinovirus A36,RNA,linear,"Human rhinovirus 36, complete genome",ssRNA(+),7141,yes
DQ473506.1,Human rhinovirus A46,RNA,linear,"Human rhinovirus 46, complete genome",ssRNA(+),7149,no
DQ473508.1,Human rhinovirus A28,RNA,linear,"Human rhinovirus 28, complete genome",ssRNA(+),7148,no
DQ473510.1,Human rhinovirus A75,RNA,linear,"Human rhinovirus 75, complete genome",ssRNA(+),7137,no
DQ473511.1,Human rhinovirus A55,RNA,linear,"Human rhinovirus 55, complete genome",ssRNA(+),7036,no
DQ915164.2,Bovine coronavirus isolate Alpaca,ds-RNA,linear,"Bovine coronavirus isolate Alpaca, complete genome",ssRNA(+),31076,no
EF067923.1,Duck hepatitis virus 2 strain 04G,RNA,linear,"Duck hepatitis virus 1 strain 04G, complete genome",ssRNA(+),7769,no
EF067924.1,Duck hepatitis virus 2 strain 90D,RNA,linear,"Duck hepatitis virus 1 strain 90D, complete genome",ssRNA(+),7769,yes
EF558545.1,Potato virus Y strain (N)W,RNA,linear,"Potato virus Y strain (N)W isolate Wilga, complete genome",ssRNA(+),9698,yes
DQ916376.1,Enterovirus D94,RNA,linear,"Human enterovirus 94 isolate E210, complete genome",ssRNA(+),7364,no
AJ889867.1,Potato virus Y strain Wilga 156,RNA,linear,Potato virus Y strain Wilga 156 complete genome,ssRNA(+),9699,yes
AJ889868.1,Potato virus Y strain Wilga 156var,RNA,linear,Potato virus Y strain Wilga 156var complete genome,ssRNA(+),9699,yes
AM113988.1,Potato virus Y strain Wilga,RNA,linear,"Potato virus Y strain Wilga complete genome, genomic RNA, isolate 261-4",ssRNA(+),9699,no
EF065506.1,Bat coronavirus HKU4-2,ss-RNA,linear,"Bat coronavirus HKU4-2, complete genome",ssRNA(+),30286,no
EF065507.1,Bat coronavirus HKU4-3,ss-RNA,linear,"Bat coronavirus HKU4-3, complete genome",ssRNA(+),30286,no
EF065508.1,Bat coronavirus HKU4-4,ss-RNA,linear,"Bat coronavirus HKU4-4, complete genome",ssRNA(+),30316,no
EF065510.1,Bat coronavirus HKU5-2,ss-RNA,linear,"Bat coronavirus HKU5-2, complete genome",ssRNA(+),30488,yes
EF065511.1,Bat coronavirus HKU5-3,ss-RNA,linear,"Bat coronavirus HKU5-3, complete genome",ssRNA(+),30488,yes
EF065512.1,Bat coronavirus HKU5-5,ss-RNA,linear,"Bat coronavirus HKU5-5, complete genome",ssRNA(+),30487,yes
EF065514.1,Bat coronavirus HKU9-2,ss-RNA,linear,"Bat coronavirus HKU9-2, complete genome",ssRNA(+),29107,yes
EF065515.1,Bat coronavirus HKU9-3,ss-RNA,linear,"Bat coronavirus HKU9-3, complete genome",ssRNA(+),29136,yes
EF065516.1,Bat coronavirus HKU9-4,ss-RNA,linear,"Bat coronavirus HKU9-4, complete genome",ssRNA(+),29155,no
AY462107.1,Possum enterovirus W6,mRNA,linear,"Possum enterovirus W6, complete genome",ssRNA(+),7391,no
AY595412.1,SARS coronavirus LLJ-2004,RNA,linear,"SARS coronavirus LLJ-2004, complete genome",ssRNA(+),29716,yes
X92886.1,Echovirus 9 strain Barty,RNA,linear,"Echovirus 9 (strain Barty), complete genome",ssRNA(+),7451,no
AF526381.3,Bovine viral diarrhea virus 1 strain ZM-95,mRNA,linear,"Bovine viral diarrhea virus 1 strain ZM-95, complete genome",ssRNA(+),12220,yes
AY864806.1,SARS coronavirus BJ202,ss-RNA,linear,"SARS coronavirus BJ202, complete genome",ssRNA(+),29751,yes
DQ058829.1,Sapovirus Ehime1107/2002/JP,mRNA,linear,"Sapovirus Ehime1107/2002/JP, complete genome",ssRNA(+),7427,no
AB220921.1,Norovirus Hu/Chiba/04-1050/2005/JP,RNA,linear,"Norovirus Hu/Chiba/04-1050/2005/JP genomic RNA, complete genome",ssRNA(+),7559,yes
AY686863.1,SARS coronavirus A022,RNA,linear,"SARS coronavirus A022, complete genome",ssRNA(+),29499,yes
DQ648794.1,Bat coronavirus (BtCoV/133/2005),RNA,linear,"Bat coronavirus (BtCoV/133/2005), complete genome",ssRNA(+),30307,yes
DQ648856.1,Bat CoV 273/2005,RNA,linear,"Bat coronavirus (BtCoV/273/2005), complete genome",ssRNA(+),29704,yes
DQ648857.1,Bat CoV 279/2005,RNA,linear,"Bat coronavirus (BtCoV/279/2005), complete genome",ssRNA(+),29741,no
DQ412042.1,Bat SARS CoV Rf1/2004,RNA,linear,"Bat SARS coronavirus Rf1, complete genome",ssRNA(+),29709,yes
DQ412043.1,Bat SARS CoV Rm1/2004,RNA,linear,"Bat SARS coronavirus Rm1, complete genome",ssRNA(+),29749,no
AY741811.1,Norovirus Hu/NLV/Dresden174/pUS-NorII/1997/GE,ss-RNA,linear,"Norovirus Hu/NLV/Dresden174/pUS-NorII/1997/GE, complete genome",ssRNA(+),7555,yes
AF097917.5,Norovirus Bo/Newbury2/1976/UK,RNA,linear,"Norovirus Bo/Newbury2/1976/UK, complete genome",ssRNA(+),7311,no
DQ640652.1,SARS coronavirus GDH-BJH01,RNA,linear,"SARS coronavirus GDH-BJH01, complete genome",ssRNA(+),29746,yes
AY864805.1,SARS coronavirus BJ162,ss-RNA,linear,"SARS coronavirus BJ162, complete genome",ssRNA(+),29751,yes
AM157175.1,Plum pox virus strain El Amar,RNA,linear,"Plum pox virus (strain El Amar), complete genome",ssRNA(+),9791,no
AP006557.1,SARS coronavirus TWH,RNA,linear,"SARS coronavirus TWH genomic RNA, complete genome",ssRNA(+),29727,yes
AP006558.1,SARS coronavirus TWJ,RNA,linear,"SARS coronavirus TWJ genomic RNA, complete genome",ssRNA(+),29725,yes
AP006559.1,SARS coronavirus TWK,RNA,linear,"SARS coronavirus TWK genomic RNA, complete genome",ssRNA(+),29727,yes
AP006560.1,SARS coronavirus TWS,RNA,linear,"SARS coronavirus TWS genomic RNA, complete genome",ssRNA(+),29727,yes
AP006561.1,SARS coronavirus TWY,RNA,linear,"SARS coronavirus TWY genomic RNA, complete genome",ssRNA(+),29727,yes
DQ011234.1,Lisianthus necrosis virus,RNA,linear,"Lisianthus necrosis virus, complete genome",ssRNA(+),4764,yes
AB257344.1,SARS coronavirus Frankfurt 1,RNA,linear,"SARS coronavirus Frankfurt 1 genomic RNA, nearly complete genome, clone: persistent virus #21",ssRNA(+),29632,yes
DQ462443.1,Karshi virus,RNA,linear,"Karshi virus strain LEIV-7192 Tur, complete genome",ssRNA(+),10758,no
DQ369797.1,Norovirus Hu/Guangzhou/NVgz01/CHN,RNA,linear,"Norovirus Hu/Guangzhou/NVgz01/CHN, complete genome",ssRNA(+),7558,yes
DQ071615.1,Bat SARS CoV Rp3/2004,ss-RNA,linear,"Bat SARS coronavirus Rp3, complete genome",ssRNA(+),29736,no
AY898809.1,Alfuy virus,RNA,linear,"Alfuy virus strain MRM3929, complete genome",ssRNA(+),10960,no
AY646856.2,Sapovirus NongKhai-24/Thailand,RNA,linear,"Sapovirus NongKhai-24/Thailand, complete genome",ssRNA(+),7500,no
